Date,Adj Close,Close,High,Low,Open,Volume
2012-01-03,79.93413543701172,119.43000030517578,120.19999694824219,118.93000030517578,119.41999816894531,9076900
2012-01-04,78.98374938964844,118.01000213623047,119.27999877929688,117.68000030517578,119.26000213623047,8417100
2012-01-05,78.84321594238281,117.80000305175781,119.0999984741211,117.56999969482422,118.16999816894531,6465800
2012-01-06,79.46566772460938,118.7300033569336,118.95999908447266,117.70999908447266,117.75,7348500
2012-01-09,79.3250961303711,118.5199966430664,119.54000091552734,118.30000305175781,118.47000122070312,5582400
2012-01-10,79.19123077392578,118.31999969482422,118.87000274658203,117.68000030517578,117.7300033569336,8932500
2012-01-11,80.22190856933594,119.86000061035156,120.05999755859375,118.9800033569336,119.04000091552734,8634500
2012-01-12,80.10822296142578,119.69000244140625,120.19000244140625,119.23999786376953,119.94999694824219,7205400
2012-01-13,80.90462493896484,120.87999725341797,121.63999938964844,120.80999755859375,121.0999984741211,9819000
2012-01-17,81.27942657470703,121.44000244140625,121.62999725341797,120.83000183105469,120.94999694824219,5449900
2012-01-18,80.29557037353516,119.97000122070312,121.61000061035156,119.91000366210938,121.52999877929688,5804000
2012-01-19,79.19123077392578,118.31999969482422,119.55999755859375,117.91999816894531,119.33000183105469,8625700
2012-01-20,78.29437255859375,116.9800033569336,117.95999908447266,116.97000122070312,117.70999908447266,6548200
2012-01-23,77.79911041259766,116.23999786376953,116.63999938964844,115.55000305175781,116.12999725341797,7274800
2012-01-24,77.93965148925781,116.44999694824219,116.70999908447266,115.77999877929688,116.70999908447266,5776500
2012-01-25,77.75222778320312,116.16999816894531,118.52999877929688,115.88999938964844,116.05999755859375,12867600
2012-01-26,78.78297424316406,117.70999908447266,117.70999908447266,116.58999633789062,116.6500015258789,7638500
2012-01-27,79.03059387207031,118.08000183105469,118.33000183105469,117.01000213623047,117.83000183105469,5165300
2012-01-30,79.96094512939453,119.47000122070312,120.38999938964844,119.33999633789062,119.83999633789062,8388400
2012-01-31,80.88456726074219,120.8499984741211,120.91000366210938,119.19000244140625,119.26000213623047,7998300
2012-02-01,79.95803833007812,119.18000030517578,119.9000015258789,118.80999755859375,119.75,7925200
2012-02-02,79.92452239990234,119.12999725341797,119.4800033569336,118.63999938964844,118.95999908447266,5596900
2012-02-03,78.20697784423828,116.56999969482422,116.80000305175781,115.97000122070312,116.45999908447266,12467400
2012-02-06,78.98526763916016,117.7300033569336,117.80000305175781,116.33999633789062,116.69000244140625,6180600
2012-02-07,78.00576782226562,116.2699966430664,116.87999725341797,115.7699966430664,116.62000274658203,8794800
2012-02-08,78.06613159179688,116.36000061035156,116.79000091552734,115.9800033569336,116.19999694824219,7613400
2012-02-09,77.48235321044922,115.48999786376953,116.04000091552734,114.62000274658203,115.86000061035156,11477700
2012-02-10,78.4887466430664,116.98999786376953,117.33000183105469,116.5199966430664,116.80000305175781,7193100
2012-02-13,78.58937072753906,117.13999938964844,117.37000274658203,116.43000030517578,116.5999984741211,6422900
2012-02-14,79.00538635253906,117.76000213623047,118.27999877929688,117.2300033569336,117.44000244140625,8271200
2012-02-15,78.86447143554688,117.55000305175781,118.2699966430664,117.48999786376953,117.66000366210938,6846100
2012-02-16,78.23384094238281,116.61000061035156,117.5999984741211,116.12999725341797,117.2699966430664,9036200
2012-02-17,78.2137451171875,116.58000183105469,116.61000061035156,115.76000213623047,115.86000061035156,6338000
2012-02-21,77.34820556640625,115.29000091552734,115.91999816894531,114.94999694824219,115.7699966430664,8338300
2012-02-22,78.3210220336914,116.73999786376953,116.76000213623047,115.80999755859375,115.88999938964844,7736800
2012-02-23,78.3210220336914,116.73999786376953,117.22000122070312,115.93000030517578,116.13999938964844,5163900
2012-02-24,78.83097839355469,117.5,117.58000183105469,116.94999694824219,117.2300033569336,5676900
2012-02-27,79.52865600585938,118.54000091552734,118.8499984741211,118.12000274658203,118.5,8180700
2012-02-28,79.26701354980469,118.1500015258789,119.13999938964844,117.94000244140625,118.87000274658203,6615700
2012-02-29,78.78401947021484,117.43000030517578,118.41999816894531,116.95999908447266,118.37000274658203,14235000
2012-03-01,78.04226684570312,116.05999755859375,116.68000030517578,115.54000091552734,116.16999816894531,12265600
2012-03-02,78.77519989013672,117.1500015258789,117.4800033569336,116.55000305175781,116.5999984741211,6669600
2012-03-05,78.14984893798828,116.22000122070312,117.44000244140625,116.22000122070312,116.95999908447266,6921900
2012-03-06,79.09798431396484,117.62999725341797,118.11000061035156,117.44000244140625,117.44999694824219,6299700
2012-03-07,78.61384582519531,116.91000366210938,117.61000061035156,116.80999755859375,117.45999908447266,5567500
2012-03-08,77.82707214355469,115.73999786376953,116.56999969482422,115.63999938964844,116.31999969482422,7982100
2012-03-09,77.98175811767578,115.97000122070312,115.98999786376953,114.9000015258789,115.48999786376953,6975600
2012-03-12,77.96826171875,115.94999694824219,116.5199966430664,115.87000274658203,116.31999969482422,5280000
2012-03-13,76.59654235839844,113.91000366210938,115.41000366210938,113.88999938964844,115.2699966430664,14413600
2012-03-14,74.66664123535156,111.04000091552734,112.75,110.94999694824219,112.69999694824219,24515300
2012-03-15,74.7809829711914,111.20999908447266,111.73999786376953,110.87999725341797,110.9000015258789,14154000
2012-03-16,74.92892456054688,111.43000030517578,111.44000244140625,110.19999694824219,110.5,13427200
2012-03-19,74.0345687866211,110.0999984741211,111.4800033569336,109.69000244140625,111.36000061035156,14011400
2012-03-20,74.33047485351562,110.54000091552734,110.87000274658203,109.8499984741211,110.43000030517578,9443800
2012-03-21,75.17097473144531,111.79000091552734,111.88999938964844,110.80999755859375,110.86000061035156,10242000
2012-03-22,75.41304016113281,112.1500015258789,112.37000274658203,111.87000274658203,112.29000091552734,8009800
2012-03-23,76.12584686279297,113.20999908447266,113.38999938964844,112.66000366210938,112.69000244140625,8465300
2012-03-26,75.73585510253906,112.62999725341797,113.01000213623047,111.80000305175781,112.83000183105469,8118600
2012-03-27,76.28052520751953,113.44000244140625,113.69999694824219,112.69999694824219,112.77999877929688,6972300
2012-03-28,76.17293548583984,113.27999877929688,113.94000244140625,112.8499984741211,112.91999816894531,7886000
2012-03-29,76.74456024169922,114.12999725341797,114.19000244140625,113.58000183105469,114.0199966430664,7692900
2012-03-30,75.4467544555664,112.19999694824219,114.2699966430664,112.19000244140625,114.20999908447266,9467500
2012-04-02,75.86470031738281,112.52999877929688,113.30000305175781,112.19999694824219,113.0,8944000
2012-04-03,74.5500717163086,110.58000183105469,113.44000244140625,110.56999969482422,113.01000213623047,14774300
2012-04-04,75.57482147216797,112.0999984741211,112.12000274658203,111.41000366210938,111.7699966430664,10095600
2012-04-05,76.12088012695312,112.91000366210938,113.06999969482422,112.33000183105469,113.0,6364100
2012-04-09,77.90072631835938,115.55000305175781,115.7699966430664,115.23999786376953,115.54000091552734,14374600
2012-04-10,78.78386688232422,116.86000061035156,117.29000091552734,115.77999877929688,115.94999694824219,14421300
2012-04-11,77.8399887084961,115.45999908447266,116.05999755859375,115.3499984741211,115.70999908447266,8713000
2012-04-12,77.51638793945312,114.9800033569336,115.75,114.81999969482422,115.66999816894531,9008500
2012-04-13,78.77033233642578,116.83999633789062,116.9000015258789,116.12000274658203,116.1500015258789,8607700
2012-04-16,78.65577697753906,116.66999816894531,117.5999984741211,116.56999969482422,116.69999694824219,7735000
2012-04-17,78.60850524902344,116.5999984741211,116.83000183105469,116.25,116.52999877929688,5398600
2012-04-18,78.83780670166016,116.94000244140625,117.12000274658203,116.7300033569336,117.05000305175781,4074400
2012-04-19,78.91197204589844,117.05000305175781,117.47000122070312,117.0199966430664,117.25,5374300
2012-04-20,78.9254150390625,117.06999969482422,117.12999725341797,116.33000183105469,116.55999755859375,5043300
2012-04-23,79.49845886230469,117.91999816894531,118.41000366210938,117.79000091552734,118.11000061035156,5170100
2012-04-24,78.93885803222656,117.08999633789062,117.76000213623047,117.08000183105469,117.61000061035156,4336600
2012-04-25,78.53437042236328,116.48999786376953,117.31999969482422,115.69000244140625,116.41000366210938,8859500
2012-04-26,79.00636291503906,117.19000244140625,117.45999908447266,116.58999633789062,117.41999816894531,5133000
2012-04-27,79.07380676269531,117.29000091552734,117.36000061035156,116.79000091552734,117.0199966430664,3112900
2012-04-30,79.09394073486328,117.31999969482422,117.75,117.19000244140625,117.56999969482422,4198400
2012-05-01,78.6837158203125,116.43000030517578,117.62000274658203,116.06999969482422,117.43000030517578,7214300
2012-05-02,79.23788452148438,117.25,117.31999969482422,116.80000305175781,117.22000122070312,3565700
